"chromosome"	"V1"	"V2"
"13338"	"1"	3411107	3412129
"13342"	"1"	3412123	3412341
"13346"	"1"	3412395	3413264
"13350"	"1"	3413319	3413723
"13354"	"1"	3414025	3414657
"13358"	"1"	3414696	3416798
"13362"	"1"	3416865	3418085
"13366"	"1"	3418171	3418734
"13370"	"1"	3418766	3419368
"13374"	"1"	3419358	3419525
"13378"	"1"	3419630	3420202
"13382"	"1"	3420473	3421654
"13386"	"1"	3421916	3424459
"13390"	"1"	3424456	3424782
"13394"	"1"	3424908	3425714
"13398"	"1"	3425733	3427106
"13402"	"1"	3427353	3427520
"13406"	"1"	3427815	3429152
"13410"	"1"	3429173	3430195
"13414"	"1"	3430245	3431075
"13418"	"1"	3431072	3431857
"13422"	"1"	3431957	3432688
"13426"	"1"	3433462	3434229
"13427"	"1"	3433477	3433980
"13431"	"1"	3433899	3434174
"13435"	"1"	3434714	3436018
"13439"	"1"	3436030	3436383
"13443"	"1"	3436394	3437272
"13447"	"1"	3437269	3438495
"13451"	"1"	3438495	3439658
"13455"	"1"	3439742	3440104
"13459"	"1"	3440121	3441026
"13463"	"1"	3441316	3442320
"13467"	"1"	3442313	3443071
"13471"	"1"	3443064	3443741
"13475"	"1"	3443759	3444595
"13479"	"1"	3444702	3445988
"13483"	"1"	3446080	3447168
"13487"	"1"	3447225	3447746
"13491"	"1"	3448147	3449385
"13495"	"1"	3449297	3449701
"13499"	"1"	3449691	3450131
"13503"	"1"	3450115	3450654
"13507"	"1"	3450654	3451433
"13511"	"1"	3451553	3454105
"13515"	"1"	3454273	3454833
"13519"	"1"	3455153	3457288
"13523"	"1"	3457353	3458021
"13527"	"1"	3458032	3458433
"13531"	"1"	3458458	3459336
"13535"	"1"	3459399	3461123
"13539"	"1"	3461502	3463124
"13543"	"1"	3463200	3464552
"13547"	"1"	3464549	3465268
"13551"	"1"	3465496	3465972
"13555"	"1"	3466072	3468390
"13559"	"1"	3468828	3469055
"13563"	"1"	3469072	3471393
"13567"	"1"	3471393	3471629
"13571"	"1"	3471832	3472710
"13575"	"1"	3472739	3473509
"13579"	"1"	3473547	3474230
"13583"	"1"	3474289	3474864
"13587"	"1"	3475225	3476541
"13591"	"1"	3476586	3478670
"13595"	"1"	3478680	3481073
"13599"	"1"	3481685	3484390
"13603"	"1"	3484433	3485449
"13607"	"1"	3485453	3486679
"13611"	"1"	3486868	3488466
"13615"	"1"	3488448	3489206
"13619"	"1"	3489223	3490053
"13623"	"1"	3490098	3490424
"13627"	"1"	3490614	3492119
"13631"	"1"	3492937	3493929
"13635"	"1"	3495588	3498035
"13639"	"1"	3498054	3499487
"13643"	"1"	3499487	3500803
"13647"	"1"	3500800	3502773
"13651"	"1"	3502770	3504956
"13655"	"1"	3505229	3506332
"13659"	"1"	3506524	3507117
"13663"	"1"	3507174	3508514
"13667"	"1"	3508518	3509045
"13671"	"1"	3509184	3510179
"13675"	"1"	3510403	3511098
"13679"	"1"	3511221	3512258
"13683"	"1"	3512376	3512440
"13686"	"1"	3512591	3513079
"13690"	"1"	3513316	3514494
"13694"	"1"	3514494	3514985
"13698"	"1"	3515435	3515719
"13702"	"1"	3515757	3517499
"13706"	"1"	3517619	3518059
"13710"	"1"	3518046	3518789
"13714"	"1"	3518786	3519856
"13718"	"1"	3519858	3520703
"13722"	"1"	3520700	3521587
"13726"	"1"	3521685	3523001
"13730"	"1"	3523398	3524111
"13734"	"1"	3524113	3524880
"13738"	"1"	3524877	3526154
"13742"	"1"	3526151	3527077
"13746"	"1"	3527125	3528234
"13750"	"1"	3528658	3529041
"13754"	"1"	3529240	3530343
"13758"	"1"	3530614	3531468
"13762"	"1"	3531713	3532771
"13766"	"1"	3532764	3533432
"13770"	"1"	3533435	3534931
"13774"	"1"	3535081	3535677
"13778"	"1"	3535667	3535936
"13782"	"1"	3535939	3536298
"13786"	"1"	3536439	3537065
"13790"	"1"	3537139	3539337
"13794"	"1"	3539439	3539684
"13798"	"1"	3539905	3540570
"13802"	"1"	3540643	3541200
"13806"	"1"	3541204	3542421
"13810"	"1"	3542553	3543602
"13814"	"1"	3543657	3544244
"13818"	"1"	3544355	3545929
"13822"	"1"	3545929	3546873
"13826"	"1"	3546870	3547703
"13830"	"1"	3547703	3548467
"13834"	"1"	3548464	3549270
"13838"	"1"	3549276	3549677
"13842"	"1"	3549880	3554115
"13846"	"1"	3554087	3554470
"13850"	"1"	3555066	3556202
"13854"	"1"	3556367	3557491
"13858"	"1"	3557491	3560226
"13862"	"1"	3560223	3561290
"13866"	"1"	3561656	3563278
"13870"	"1"	3563540	3565147
"13874"	"1"	3565530	3566582
"13878"	"1"	3566897	3568099
"13882"	"1"	3568331	3569830
"13886"	"1"	3570074	3570409
"13890"	"1"	3570800	3571234
"13894"	"1"	3571552	3573021
"13898"	"1"	3573070	3573822
"13902"	"1"	3573830	3575872
"13906"	"1"	3576075	3576917
"13910"	"1"	3576989	3578341
"13914"	"1"	3579218	3579571
"13918"	"1"	3579625	3580914
"13922"	"1"	3580927	3581352
"13926"	"1"	3581981	3583204
"13930"	"1"	3583452	3584018
"13934"	"1"	3584174	3584704
"13938"	"1"	3584746	3585393
"13942"	"1"	3585457	3585783
"13946"	"1"	3585899	3586231
"13950"	"1"	3586486	3587058
"13954"	"1"	3587857	3588384
"13958"	"1"	3588723	3589880
"13962"	"1"	3589905	3593018
"13966"	"1"	3593381	3594109
"13970"	"1"	3594352	3594465
"13973"	"1"	3594477	3595301
"13977"	"1"	3595671	3597071
"13981"	"1"	3597282	3598679
"13985"	"1"	3599084	3600733
"13989"	"1"	3600784	3601386
"13993"	"1"	3601834	3602805
"13997"	"1"	3602854	3603867
"14001"	"1"	3604278	3605600
"14005"	"1"	3605782	3607857
"14009"	"1"	3607912	3608679
"14013"	"1"	3608911	3609840
"14017"	"1"	3609936	3611432
"14021"	"1"	3611653	3612939
"14025"	"1"	3613122	3615071
"14029"	"1"	3615192	3618665
"14033"	"1"	3618647	3619753
"14037"	"1"	3619760	3622099
"14041"	"1"	3622110	3624728
"14045"	"1"	3625489	3625677
"14049"	"1"	3625950	3627521
"14053"	"1"	3627521	3627709
"14057"	"1"	3627706	3629385
"14061"	"1"	3629472	3629579
"14065"	"1"	3629628	3629693
"14068"	"1"	3629955	3630062
"14072"	"1"	3630111	3630176
"14075"	"1"	3630438	3630545
"14079"	"1"	3630594	3630659
"14082"	"1"	3631021	3632292
"14086"	"1"	3632322	3633326
"14090"	"1"	3633323	3634306
"14094"	"1"	3634317	3635219
"14098"	"1"	3635229	3636248
"14102"	"1"	3636556	3638163
"14106"	"1"	3639074	3639150
"14109"	"1"	3639077	3639150
"14112"	"1"	3639242	3640933
"14116"	"1"	3641257	3642465
"14120"	"1"	3642694	3643392
"14124"	"1"	3643550	3644113
"14128"	"1"	3644110	3644550
"14132"	"1"	3644519	3646798
"14136"	"1"	3647005	3647664
"14140"	"1"	3647768	3648742
"14144"	"1"	3648792	3649502
"14148"	"1"	3649936	3650226
"14152"	"1"	3650507	3650719
"14156"	"1"	3650906	3651058
"14160"	"1"	3651091	3652533
"14161"	"1"	3651138	3651659
"14165"	"1"	3651656	3652507
"14169"	"1"	3652488	3652612
"14172"	"1"	3652786	3654855
"14176"	"1"	3654865	3655776
"14180"	"1"	3655871	3656170
"14184"	"1"	3656345	3657340
"14188"	"1"	3657382	3657819
"14192"	"1"	3657865	3658206
"14196"	"1"	3658375	3659829
"14200"	"1"	3659901	3661223
"14204"	"1"	3661589	3662581
"14208"	"1"	3664176	3665357
"14212"	"1"	3665435	3666613
"14216"	"1"	3666809	3667633
"14220"	"1"	3667953	3669983
"14224"	"1"	3670161	3671414
"14228"	"1"	3671565	3672038
"14232"	"1"	3672140	3672988
"14236"	"1"	3673189	3674187
"14240"	"1"	3674199	3674666
"14244"	"1"	3674784	3675257
"14248"	"1"	3675260	3676537
"14252"	"1"	3676550	3677536
"14256"	"1"	3677540	3679036
"14260"	"1"	3679033	3679695
"14264"	"1"	3679688	3680548
"14268"	"1"	3680542	3681237
"14272"	"1"	3681269	3682084
"14276"	"1"	3682310	3683710
"14280"	"1"	3683721	3685700
"14284"	"1"	3685821	3686561
"14288"	"1"	3686685	3687659
"14292"	"1"	3687656	3688792
"14296"	"1"	3688798	3689121
"14300"	"1"	3689666	3691204
"14304"	"1"	3691369	3692520
"14308"	"1"	3692710	3694554
"14312"	"1"	3694551	3695942
"14316"	"1"	3696040	3696648
"14320"	"1"	3696877	3701010
"14324"	"1"	3701031	3701873
"14328"	"1"	3701915	3702859
"14332"	"1"	3702871	3703332
"14336"	"1"	3704936	3706072
"14340"	"1"	3706075	3706437
"14344"	"1"	3706974	3708887
"14348"	"1"	3709117	3710265
"14352"	"1"	3710265	3710852
"14356"	"1"	3710864	3711073
"14360"	"1"	3711358	3711720
"14364"	"1"	3712264	3712947
"14368"	"1"	3712991	3717841
"14372"	"1"	3718209	3719864
"14376"	"1"	3719864	3720640
"14380"	"1"	3720637	3721827
"14384"	"1"	3721981	3722454
"14388"	"1"	3722507	3723328
"14392"	"1"	3723408	3724427
"14396"	"1"	3724427	3724894
"14400"	"1"	3724957	3725208
"14404"	"1"	3725350	3725781
"14408"	"1"	3726026	3727570
"14412"	"1"	3727604	3728863
"14416"	"1"	3728867	3729826
"14420"	"1"	3729813	3730847
"14424"	"1"	3731086	3732111
"14428"	"1"	3732121	3733317
"14432"	"1"	3733531	3734463
"14436"	"1"	3734473	3735519
"14440"	"1"	3735523	3736503
"14444"	"1"	3736573	3737826
"14448"	"1"	3737872	3738855
"14452"	"1"	3738940	3739965
"14456"	"1"	3739991	3740539
"14460"	"1"	3741198	3741965
"14461"	"1"	3741213	3741716
"14465"	"1"	3741635	3741910
"14469"	"1"	3742481	3743497
"14473"	"1"	3743513	3744319
"14477"	"1"	3744303	3745427
"14481"	"1"	3745424	3746482
"14485"	"1"	3746895	3748172
"14489"	"1"	3748180	3748659
"14493"	"1"	3748698	3749507
"14497"	"1"	3749605	3749772
"14501"	"1"	3749793	3750029
"14505"	"1"	3750246	3750914
"14509"	"1"	3751086	3752306
"14513"	"1"	3752287	3752742
"14517"	"1"	3752849	3753445
"14521"	"1"	3753482	3754123
"14525"	"1"	3754189	3754905
"14529"	"1"	3755032	3755895
"14533"	"1"	3756104	3756940
"14537"	"1"	3757231	3757848
"14541"	"1"	3757845	3759527
"14545"	"1"	3759785	3760408
"14549"	"1"	3760463	3760738
"14553"	"1"	3760757	3762865
"14557"	"1"	3762872	3763561
"14561"	"1"	3763567	3765648
"14565"	"1"	3765633	3766427
"14569"	"1"	3766502	3767707
"14573"	"1"	3767987	3769378
"14577"	"1"	3769499	3771208
"14581"	"1"	3771261	3773579
"14585"	"1"	3773589	3774971
"14589"	"1"	3775264	3775354
"14595"	"1"	3775265	3775354
"14598"	"1"	3775658	3776842
"14602"	"1"	3777253	3778296
"14606"	"1"	3778439	3778669
"14610"	"1"	3778694	3779788
"14614"	"1"	3779969	3781327
"14618"	"1"	3781336	3783723
"14622"	"1"	3784371	3784856
"14626"	"1"	3784910	3786073
"14630"	"1"	3785920	3786267
"14634"	"1"	3786113	3786235
"14637"	"1"	3786384	3786722
"14641"	"1"	3786807	3786962
"14645"	"1"	3787090	3787392
"14649"	"1"	3787959	3788213
"14653"	"1"	3788241	3791738
"14657"	"1"	3791895	3792308
"14661"	"1"	3792373	3792555
"14665"	"1"	3792598	3792744
"14669"	"1"	3792771	3793127
"14673"	"1"	3793022	3794208
"14674"	"1"	3793084	3794208
"14678"	"1"	3794106	3794471
"14682"	"1"	3794468	3794956
"14686"	"1"	3794923	3795165
"14690"	"1"	3795250	3796095
"14694"	"1"	3796354	3796503
"14698"	"1"	3796885	3798069
"14702"	"1"	3798180	3799103
"14706"	"1"	3799107	3799925
"14710"	"1"	3800147	3800440
"14714"	"1"	3800481	3801836
"14718"	"1"	3801882	3802334
"14722"	"1"	3802387	3803721
"14726"	"1"	3803896	3805662
"14730"	"1"	3805708	3807099
"14734"	"1"	3807237	3808556
"14738"	"1"	3808566	3810068
"14742"	"1"	3810068	3810658
"14746"	"1"	3810733	3811023
"14750"	"1"	3811027	3812715
"14754"	"1"	3812821	3812919
"14758"	"1"	3813049	3813178
"14761"	"1"	3813853	3815037
"14765"	"1"	3815045	3815542
"14769"	"1"	3815539	3815901
"14773"	"1"	3815891	3816238
"14777"	"1"	3816347	3816796
"14781"	"1"	3816843	3818336
"14785"	"1"	3818333	3820048
"14789"	"1"	3820185	3821108
"14793"	"1"	3821105	3822427
"14797"	"1"	3822427	3824043
"14801"	"1"	3824973	3826634
"14805"	"1"	3826830	3827231
"14809"	"1"	3827370	3827783
"14813"	"1"	3828089	3828421
"14817"	"1"	3828423	3829637
"14821"	"1"	3829738	3830802
"14825"	"1"	3830799	3832091
"14829"	"1"	3832211	3833359
"14833"	"1"	3833356	3833973
"14837"	"1"	3833957	3834835
"14841"	"1"	3834832	3835521
"14845"	"1"	3835799	3836455
"14849"	"1"	3836501	3837313
"14853"	"1"	3837428	3837826
"14857"	"1"	3838066	3840480
"14861"	"1"	3840509	3841582
"14865"	"1"	3841582	3842682
"14869"	"1"	3842687	3844090
"14873"	"1"	3844697	3844837
"14877"	"1"	3844854	3845213
"14881"	"1"	3845177	3845434
"14885"	"1"	3845437	3847083
"14889"	"1"	3847189	3848553
"14893"	"1"	3848796	3848870
"14897"	"1"	3849091	3850506
"14901"	"1"	3850597	3851844
"14905"	"1"	3851976	3853151
"14909"	"1"	3853126	3854085
"14913"	"1"	3854230	3854991
"14917"	"1"	3855013	3855579
"14921"	"1"	3855633	3856970
"14925"	"1"	3857137	3857802
"14929"	"1"	3857869	3858342
"14933"	"1"	3858391	3858978
"14937"	"1"	3859040	3859762
"14941"	"1"	3859777	3860973
"14945"	"1"	3860973	3862589
"14949"	"1"	3862675	3864069
"14953"	"1"	3864088	3865965
"14957"	"1"	3866098	3866934
"14961"	"1"	3867220	3867945
"14965"	"1"	3867960	3868733
"14969"	"1"	3868916	3869806
"14973"	"1"	3869806	3870765
"14977"	"1"	3870851	3871891
"14981"	"1"	3872205	3874034
"14985"	"1"	3874196	3875566
"14989"	"1"	3875650	3875807
"14992"	"1"	3875919	3876338
"14996"	"1"	3876359	3877741
"15000"	"1"	3877768	3878631
"15004"	"1"	3878682	3880223
"15008"	"1"	3880236	3880769
"15012"	"1"	3880784	3881254
"15016"	"1"	3881316	3881555
"15020"	"1"	3881602	3882417
"15024"	"1"	3882426	3882806
"15028"	"1"	3884105	3885994
"15032"	"1"	3886373	3886816
"15036"	"1"	3886906	3887364
"15040"	"1"	3887516	3888508
"15044"	"1"	3888513	3889964
"15048"	"1"	3889958	3891454
"15052"	"1"	3891677	3893545
"15056"	"1"	3893554	3894996
"15057"	"1"	3893601	3894122
"15061"	"1"	3894119	3894970
"15065"	"1"	3895158	3895577
"15069"	"1"	3895585	3897090
"15073"	"1"	3897095	3898060
"15077"	"1"	3898085	3898975
"15081"	"1"	3899101	3900030
"15085"	"1"	3900034	3901026
"15089"	"1"	3900992	3902419
"15093"	"1"	3902442	3903134
"15097"	"1"	3903615	3905156
"15100"	"1"	3903620	3905154
"15103"	"1"	3905242	3905314
"15106"	"1"	3905242	3905317
"15109"	"1"	3905395	3905494
"15112"	"1"	3905502	3908407
"15118"	"1"	3907786	3907893
"15121"	"1"	3908500	3908619
"15124"	"1"	3908502	3908617
"15127"	"1"	3908672	3908745
"15130"	"1"	3908672	3908748
"15133"	"1"	3908757	3908829
"15136"	"1"	3908757	3908832
"15139"	"1"	3908928	3909767
"15143"	"1"	3909886	3910224
"15147"	"1"	3910249	3911799
"15151"	"1"	3912122	3912220
"15155"	"1"	3912360	3914006
"15159"	"1"	3914003	3914266
"15163"	"1"	3914286	3915215
"15167"	"1"	3915280	3917130
"15171"	"1"	3917133	3918677
"15175"	"1"	3918729	3919622
"15179"	"1"	3919772	3921247
"15183"	"1"	3921334	3921615
"15187"	"1"	3921814	3922089
"15191"	"1"	3922479	3924500
"15195"	"1"	3924547	3926031
"15199"	"1"	3926165	3927430
"15203"	"1"	3927561	3927890
"15207"	"1"	3928031	3928132
"15211"	"1"	3928217	3929476
"15215"	"1"	3929716	3930819
"15219"	"1"	3930831	3931877
"15223"	"1"	3931933	3933063
"15227"	"1"	3933060	3934322
"15231"	"1"	3934322	3935389
"15235"	"1"	3935408	3936289
"15239"	"1"	3936396	3936941
"15243"	"1"	3936946	3938076
"15247"	"1"	3938078	3939328
"15251"	"1"	3939325	3940404
"15255"	"1"	3940401	3941753
"15259"	"1"	3941756	3942496
"15263"	"1"	3942687	3944072
"15267"	"1"	3944175	3944248
"15270"	"1"	3944175	3944251
"15273"	"1"	3944310	3944382
"15276"	"1"	3944310	3944385
"15279"	"1"	3944406	3944489
"15282"	"1"	3944406	3944492
"15285"	"1"	3944535	3944608
"15288"	"1"	3944535	3944611
"15291"	"1"	3944758	3945993
"15295"	"1"	3946151	3947806
"15299"	"1"	3948238	3948444
"15302"	"1"	3948240	3948388
"15305"	"1"	3948492	3949688
"15309"	"1"	3949691	3950896
"15313"	"1"	3950918	3951658
"15317"	"1"	3951655	3952596
"15321"	"1"	3952983	3955529
"15325"	"1"	3955569	3955889
"15329"	"1"	3955680	3955907
"15333"	"1"	3956359	3956562
"15337"	"1"	3956599	3957423
"15341"	"1"	3957420	3958127
"15345"	"1"	3958124	3959020
"15349"	"1"	3959020	3959736
"15353"	"1"	3959820	3961982
"15357"	"1"	3962037	3962939
"15361"	"1"	3963022	3963786
"15365"	"1"	3964156	3965106
"15369"	"1"	3965148	3965570
"15373"	"1"	3965636	3966484
"15377"	"1"	3966637	3966813
"15381"	"1"	3966854	3967234
"15385"	"1"	3967248	3967454
"15389"	"1"	3967723	3968613
"15393"	"1"	3968665	3969132
"15397"	"1"	3969297	3970166
"15401"	"1"	3970285	3972120
"15405"	"1"	3972184	3972804
"15409"	"1"	3972866	3973486
"15413"	"1"	3973597	3974619
"15417"	"1"	3974627	3975427
"15421"	"1"	3975503	3976402
"15425"	"1"	3976290	3977243
"15429"	"1"	3977480	3979741
"15433"	"1"	3979835	3980731
"15437"	"1"	3980809	3982032
"15441"	"1"	3982058	3982411
"15445"	"1"	3982464	3983504
"15449"	"1"	3983413	3984888
"15453"	"1"	3984834	3986393
"15457"	"1"	3986488	3987348
"15461"	"1"	3987354	3988022
"15465"	"1"	3988279	3989088
"15469"	"1"	3989350	3990114
"15473"	"1"	3990148	3991638
"15477"	"1"	3991651	3992160
"15481"	"1"	3992174	3993148
"15485"	"1"	3993173	3993802
"15489"	"1"	3993792	3994796
"15493"	"1"	3994820	3995587
"15497"	"1"	3995804	3997231
"15501"	"1"	3997326	3998081
"15505"	"1"	3998095	3998700
"15509"	"1"	3998697	4000337
"15513"	"1"	4000416	4000685
"15517"	"1"	4000689	4001204
"15521"	"1"	4001207	4001983
"15525"	"1"	4002025	4002807
"15529"	"1"	4002804	4003292
"15533"	"1"	4003459	4004952
"15537"	"1"	4004998	4005699
"15541"	"1"	4005982	4007145
"15545"	"1"	4007155	4009344
"15549"	"1"	4009534	4010865
"15553"	"1"	4010865	4011479
"15557"	"1"	4011518	4012969
"15561"	"1"	4012981	4013526
"15565"	"1"	4013904	4015445
"15568"	"1"	4013909	4015443
"15571"	"1"	4015514	4015587
"15574"	"1"	4015514	4015590
"15577"	"1"	4015633	4015705
"15580"	"1"	4015633	4015708
"15583"	"1"	4015776	4015884
"15586"	"1"	4015892	4018795
"15592"	"1"	4018174	4018281
"15595"	"1"	4018982	4019101
"15598"	"1"	4018984	4019099
"15601"	"1"	4019203	4019715
"15605"	"1"	4019712	4020296
"15609"	"1"	4020366	4020635
"15613"	"1"	4020712	4021698
"15617"	"1"	4021715	4022341
"15621"	"1"	4022496	4023926
"15625"	"1"	4023967	4024899
"15629"	"1"	4025263	4028049
"15633"	"1"	4028186	4028304
"15636"	"1"	4028430	4029026
"15640"	"1"	4029333	4029586
"15643"	"1"	4029644	4030153
"15647"	"1"	4030342	4031715
"15651"	"1"	4032127	4033536
"15655"	"1"	4033548	4034597
"15659"	"1"	4034883	4036292
"15663"	"1"	4036665	4038488
"15667"	"1"	4038473	4038541
"15670"	"1"	4038705	4039415
"15674"	"1"	4039423	4040403
"15678"	"1"	4040505	4041770
"15682"	"1"	4041861	4042553
"15686"	"1"	4042620	4044023
"15690"	"1"	4044063	4045469
"15694"	"1"	4045494	4047497
"15698"	"1"	4047622	4048548
"15702"	"1"	4048662	4049903
"15706"	"1"	4049920	4050798
"15710"	"1"	4050822	4051718
"15714"	"1"	4051886	4052782
"15718"	"1"	4052816	4053601
"15722"	"1"	4053700	4054299
"15726"	"1"	4054293	4055165
"15730"	"1"	4055162	4055599
"15734"	"1"	4057438	4057656
"15738"	"1"	4057898	4058116
"15742"	"1"	4058446	4059375
"15746"	"1"	4059372	4060007
"15750"	"1"	4060004	4060906
"15754"	"1"	4060919	4063969
"15758"	"1"	4064163	4064996
"15762"	"1"	4065149	4066204
"15766"	"1"	4066254	4068002
"15770"	"1"	4068002	4069072
"15774"	"1"	4069062	4070513
"15778"	"1"	4070524	4070970
"15782"	"1"	4071447	4072841
"15786"	"1"	4072882	4073196
"15790"	"1"	4073206	4074030
"15794"	"1"	4074205	4075470
"15798"	"1"	4075461	4076930
"15802"	"1"	4077218	4078054
"15806"	"1"	4078038	4078976
"15810"	"1"	4078973	4080007
"15814"	"1"	4080292	4080912
"15818"	"1"	4081172	4082155
"15822"	"1"	4082304	4082978
"15826"	"1"	4083084	4084457
"15830"	"1"	4084454	4085152
"15834"	"1"	4085302	4085802
"15838"	"1"	4085951	4086853
"15842"	"1"	4087034	4087996
"15846"	"1"	4088316	4089305
"15850"	"1"	4089412	4090167
"15854"	"1"	4090222	4090989
"15858"	"1"	4091097	4091696
"15862"	"1"	4091797	4092237
"15866"	"1"	4092449	4092748
"15870"	"1"	4092775	4093203
"15874"	"1"	4093208	4093954
"15878"	"1"	4094051	4095061
"15882"	"1"	4095196	4096704
"15886"	"1"	4096727	4097572
"15890"	"1"	4097998	4098243
"15894"	"1"	4098328	4098813
"15898"	"1"	4098906	4099832
"15902"	"1"	4099899	4101230
"15906"	"1"	4101240	4101770
"15910"	"1"	4101863	4102822
"15914"	"1"	4102914	4103939
"15918"	"1"	4104095	4106293
"15922"	"1"	4106496	4106708
"15926"	"1"	4106763	4107386
"15930"	"1"	4107393	4108001
"15934"	"1"	4108185	4108502
"15938"	"1"	4108779	4109939
"15942"	"1"	4109942	4112374
"15946"	"1"	4112723	4113613
"15950"	"1"	4113942	4116122
"15954"	"1"	4116215	4117120
"15958"	"1"	4117147	4117764
"15962"	"1"	4118039	4119142
"15966"	"1"	4119153	4119815
"15970"	"1"	4119827	4122328
"15974"	"1"	4122637	4123716
"15978"	"1"	4123731	4124051
"15982"	"1"	4124102	4126399
"15986"	"1"	4126365	4127243
"15990"	"1"	4127245	4127586
"15994"	"1"	4127573	4128424
"15998"	"1"	4128639	4130372
"16002"	"1"	4130554	4133205
"16006"	"1"	4133557	4134708
"16010"	"1"	4134862	4135866
"16014"	"1"	4135877	4136650
"16018"	"1"	4136711	4138084
"16022"	"1"	4138146	4138255
"16025"	"1"	4138351	4139268
"16029"	"1"	4139251	4140651
"16033"	"1"	4140928	4141632
"16037"	"1"	4141632	4141991
"16041"	"1"	4142031	4143131
"16045"	"1"	4143500	4145344
"16049"	"1"	4145289	4146146
"16053"	"1"	4146520	4148061
"16056"	"1"	4146525	4148059
"16059"	"1"	4148147	4148219
"16062"	"1"	4148147	4148222
"16065"	"1"	4148300	4148408
"16068"	"1"	4148416	4151323
"16074"	"1"	4150702	4150809
"16077"	"1"	4151416	4151535
"16080"	"1"	4151418	4151533
"16083"	"1"	4151668	4152696
"16087"	"1"	4152693	4153658
"16091"	"1"	4153687	4154637
"16095"	"1"	4154999	4155071
"16098"	"1"	4154999	4155074
"16101"	"1"	4155083	4155164
"16104"	"1"	4155083	4155167
"16107"	"1"	4155284	4155355
"16110"	"1"	4155284	4155358
"16113"	"1"	4155365	4155437
"16116"	"1"	4155365	4155440
"16119"	"1"	4155555	4156739
"16123"	"1"	4156969	4157352
"16127"	"1"	4157354	4157899
"16131"	"1"	4158058	4158486
"16135"	"1"	4158490	4159194
"16139"	"1"	4159607	4160104
"16143"	"1"	4160171	4160536
"16147"	"1"	4160541	4160602
"16150"	"1"	4160856	4164884
"16154"	"1"	4164961	4169184
"16158"	"1"	4169397	4169936
"16162"	"1"	4169938	4170098
"16165"	"1"	4170346	4171479
"16169"	"1"	4171476	4172246
"16173"	"1"	4172248	4172448
"16177"	"1"	4172432	4173187
"16181"	"1"	4173180	4173815
"16185"	"1"	4173815	4175710
"16189"	"1"	4175944	4176420
"16193"	"1"	4176515	4177288
"16197"	"1"	4177328	4178392
"16201"	"1"	4178402	4179073
"16205"	"1"	4179116	4179706
"16209"	"1"	4179893	4180165
"16213"	"1"	4179979	4180130
"16216"	"1"	4180178	4180873
"16220"	"1"	4180875	4181294
"16224"	"1"	4181532	4182908
"16228"	"1"	4182905	4184230
"16232"	"1"	4184227	4185516
"16236"	"1"	4185528	4187117
"16240"	"1"	4187734	4189275
"16243"	"1"	4187739	4189273
"16246"	"1"	4189361	4189433
"16249"	"1"	4189361	4189436
"16252"	"1"	4189514	4189613
"16255"	"1"	4189621	4192526
"16261"	"1"	4191905	4192012
"16264"	"1"	4192713	4192832
"16267"	"1"	4192715	4192830
"16270"	"1"	4193125	4193568
"16274"	"1"	4193725	4194654
"16278"	"1"	4194923	4196524
"16282"	"1"	4196554	4197858
"16286"	"1"	4198139	4199875
"16290"	"1"	4201735	4202559
"16294"	"1"	4202759	4206442
"16298"	"1"	4206662	4208293
"16302"	"1"	4208384	4209073
"16306"	"1"	4209285	4210157
"16310"	"1"	4210290	4210562
"16314"	"1"	4210815	4212164
"16318"	"1"	4212689	4214338
"16322"	"1"	4214491	4214640
"16325"	"1"	4214837	4215079
"16329"	"1"	4215194	4215832
"16333"	"1"	4215829	4216566
"16337"	"1"	4216566	4218662
"16341"	"1"	4219257	4219667
"16345"	"1"	4219711	4221186
"16349"	"1"	4221558	4222448
"16353"	"1"	4222463	4224007
"16357"	"1"	4224161	4225351
"16361"	"1"	4225716	4226831
"16365"	"1"	4226903	4228243
"16369"	"1"	4228486	4229406
"16373"	"1"	4229887	4231215
"16377"	"1"	4231438	4231935
"16381"	"1"	4231948	4232820
"16385"	"1"	4232975	4235398
"16389"	"1"	4235569	4235937
"16393"	"1"	4236047	4236655
"16397"	"1"	4236674	4238053
"16401"	"1"	4238169	4238378
"16405"	"1"	4238420	4238935
"16409"	"1"	4239253	4239507
"16413"	"1"	4239531	4240238
"16417"	"1"	4240601	4241638
"16421"	"1"	4241772	4242014
"16425"	"1"	4242180	4243163
"16429"	"1"	4243246	4244661
"16433"	"1"	4244714	4245793
"16437"	"1"	4246046	4247239
"16441"	"1"	4248346	4249059
"16445"	"1"	4249170	4249586
"16449"	"1"	4249590	4249946
"16453"	"1"	4249981	4252803
"16457"	"1"	4253058	4253594
"16461"	"1"	4253693	4253974
"16465"	"1"	4255993	4256316
"16469"	"1"	4256402	4256866
"16473"	"1"	4256859	4256999
"16476"	"1"	4257412	4258761
"16480"	"1"	4258913	4260562
"16484"	"1"	4260716	4262008
"16488"	"1"	4262186	4263835
"16492"	"1"	4263832	4264146
"16496"	"1"	4264346	4266304
"16500"	"1"	4266697	4268133
"16504"	"1"	4268178	4268744
"16508"	"1"	4268741	4269412
"16512"	"1"	4269409	4270365
"16516"	"1"	4270445	4272103
"16520"	"1"	4272096	4272479
"16524"	"1"	4272476	4273072
"16528"	"1"	4273414	4274727
"16532"	"1"	4275258	4275947
"16536"	"1"	4276041	4278188
"16540"	"1"	4278386	4279852
